Date,Open,High,Low,Close,Adj Close,Volume,BTC daily transaction volume on the chain
2018-01-02,13625.0,15444.599609375,13163.599609375,14982.099609375,14982.099609375,16846600192,1239398.46716079
2018-01-03,14978.2001953125,15572.7998046875,14844.5,15201.0,15201.0,16871900160,1545165.7909069
2018-01-04,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,15599.2001953125,21783199744,1448954.43308607
2018-01-05,15477.2001953125,17705.19921875,15202.7998046875,17429.5,17429.5,23840899072,1592188.08035507
2018-01-06,17462.099609375,17712.400390625,16764.599609375,17527.0,17527.0,18314600448,1587282.14454172
2018-01-07,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,16477.599609375,15866000384,2305299.93642278
2018-01-08,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,15170.099609375,18413899776,1999935.5541208696
2018-01-09,15123.7001953125,15497.5,14424.0,14595.400390625,14595.400390625,16659999744,1529091.66528471
2018-01-10,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,14973.2998046875,18500800512,1543537.50059283
2018-01-11,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,13405.7998046875,16534099968,1241212.71494537
2018-01-12,13453.900390625,14229.900390625,13158.099609375,13980.599609375,13980.599609375,12065699840,1220524.01500945
2018-01-13,13952.400390625,14659.5,13952.400390625,14360.2001953125,14360.2001953125,12763599872,962947.19690994
2018-01-14,14370.7998046875,14511.7998046875,13268.0,13772.0,13772.0,11084099584,935738.52075925
2018-01-15,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,13819.7998046875,12750799872,933284.76750859
2018-01-16,13836.099609375,13843.099609375,10194.900390625,11490.5,11490.5,18853799936,1653848.00709291
2018-01-17,11431.099609375,11678.0,9402.2900390625,11188.599609375,11188.599609375,18830600192,1726585.62718585
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,11474.900390625,15020399616,1437995.49351402
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,11607.400390625,10740400128,1051376.84312047
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,12899.2001953125,11801700352,979598.24947123
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,11600.099609375,9935179776,813910.195548
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10931.400390625,10537400320,880402.61057817
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,10868.400390625,9660609536,1151033.40131047
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,11359.400390625,9940989952,1117703.5566878
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,11259.400390625,8873169920,886987.98955985
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,11171.400390625,9746199552,935162.11907838
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,11440.7001953125,7583269888,773793.9307186
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,11786.2998046875,8350360064,632238.60989019
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,11296.400390625,7107359744,1097997.92237832
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,10106.2998046875,8637859840,721686.73299314
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,10221.099609375,8041160192,874289.66451185
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9170.5400390625,9959400448,860415.04805915
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,8830.75,12726899712,1204157.28793656
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,9174.91015625,7263790080,813986.99696309
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,8277.009765625,7073549824,585173.1430115399
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,6955.27001953125,9285289984,1047267.14272453
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,7754.0,13999800320,1763839.22462098
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,7621.2998046875,9169280000,950407.09543155
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,8265.58984375,9346750464,947665.47360919
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,8736.98046875,6784820224,1057104.3331693
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,8621.900390625,7780960256,1016343.63572927
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,8129.97021484375,6122189824,1334498.86447386
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,8926.5703125,6256439808,1066126.31679769
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,8598.3095703125,5696719872,1312986.45845784
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,9494.6298828125,7909819904,1136336.40857605
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,10166.400390625,9062540288,879930.4196939
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,10233.900390625,7296159744,709952.035519
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,11112.7001953125,8660880384,957065.19247683
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,10551.7998046875,8744009728,1336942.13718255
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,11225.2998046875,7652089856,1413875.10693376
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,11403.7001953125,9926540288,1082525.20075807
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,10690.400390625,9405339648,1112655.79478575
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,10005.0,8040079872,1007750.26934135
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,10301.099609375,7739500032,999914.25190778
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,9813.0703125,6917929984,631336.56334243
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,9664.73046875,5706939904,401773.80538492
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,10366.7001953125,7287690240,580597.51306779
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,10725.599609375,6966179840,737874.72674389
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,10397.900390625,6936189952,722886.2187420999
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,10951.0,7317279744,1066680.35072208
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,11086.400390625,7620590080,758380.35235871
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,11489.7001953125,6690570240,608242.56751192
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,11512.599609375,6084149760,496844.58363245
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,11573.2998046875,6468539904,515865.08292862
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,10779.900390625,6832169984,748785.8000878299
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,9965.5703125,8797910016,628285.23155019
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,9395.009765625,7186089984,724772.0301899
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,9337.5498046875,8704190464,867211.18691205
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,8866.0,5386319872,487457.10843143
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,9578.6298828125,6296370176,424018.502033
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,9205.1201171875,6457399808,654147.82741432
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,9194.849609375,5991139840,630004.23115901
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,8269.8095703125,6438230016,598358.9664245
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,8300.8603515625,6834429952,906230.62657864
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,8338.349609375,5289379840,553261.85129855
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,7916.8798828125,4426149888,500463.46915889
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,8223.6796875,6639190016,425675.58298622
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,8630.650390625,6729110016,633351.8758487899
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,8913.4697265625,6361789952,608919.80638418
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,8929.2802734375,6043129856,680643.88909469
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,8728.4697265625,5530390016,585588.61239762
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,8879.6201171875,5954120192,582992.8745731
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,8668.1201171875,5664600064,441804.45507012
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,8495.7802734375,4569880064,666696.0015376899
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,8209.400390625,5921039872,659027.49968042
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,7833.0400390625,5378250240,766293.64509419
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,7954.47998046875,4935289856,711523.10897032
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,7165.7001953125,6361229824,575122.30832399
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6890.52001953125,6289509888,836974.8056106
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,6973.52978515625,4553269760,495499.10663453
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,6844.22998046875,4532100096,553977.37184142
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,7083.7998046875,4333440000,839430.35198312
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,7456.10986328125,5499700224,878832.76598774
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,6853.83984375,4936000000,763192.81700041
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,6811.47021484375,5639320064,621530.99258143
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,6636.31982421875,3766810112,704383.9680602
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,6911.08984375,3976610048,551795.4993378799
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,7023.52001953125,3652499968,473747.63766478
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,6770.72998046875,4894060032,635544.02453246
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,6834.759765625,4272750080,606740.62072267
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,6968.31982421875,4641889792,764240.51822676
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,7889.25,8906250240,753077.49121225
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7895.9599609375,7764460032,911408.57715155
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,7986.240234375,5191430144,569438.83253479
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,8329.1103515625,5244480000,414528.52605064
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,8058.669921875,5631309824,964260.92580462
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,7902.08984375,6900879872,793530.53596703
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,8163.419921875,6529909760,816500.49326157
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,8294.3095703125,7063209984,1069988.0672738
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8845.830078125,8438110208,972891.36090595
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,8895.580078125,7548550144,747295.28818179
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,8802.4599609375,6629899776,503219.97499122
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,8930.8798828125,6925190144,748938.89391863
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,9697.5,10678800384,757769.04741038
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,8845.740234375,11083100160,1137999.88961941
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,9281.509765625,8970559488,814186.05867584
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,8987.0498046875,7566289920,641271.21791494
2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875,9348.48046875,7805479936,857975.8565257799
2018-04-29,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,9419.080078125,8853000192,772268.69034016
2018-04-30,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,9240.5498046875,8673920000,753564.7208127
2018-05-01,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,9119.009765625,7713019904,648205.65949419
2018-05-02,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,9235.919921875,7558159872,573108.05828341
2018-05-03,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,9743.8603515625,10207299584,742543.75728418
2018-05-04,9695.5,9779.2001953125,9585.9599609375,9700.759765625,9700.759765625,8217829888,849858.71446077
2018-05-05,9700.2802734375,9964.5,9695.1201171875,9858.150390625,9858.150390625,7651939840,626021.5757597
2018-05-06,9845.3095703125,9940.1396484375,9465.25,9654.7998046875,9654.7998046875,7222280192,556483.4198823
2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,9373.009765625,7394019840,664601.46683858
2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125,9234.8203125,7415869952,709817.84479534
2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,9325.1796875,7226890240,688379.10802122
2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,9043.9404296875,6906699776,736663.2168099
2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8441.490234375,8488520192,857180.45992461
2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,8504.8896484375,6821380096,708263.14448119
2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,8723.9404296875,5866379776,455248.59755203
2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,8716.7900390625,7364149760,791363.2674773401
2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,8510.3798828125,6705710080,707857.56648366
2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,8368.830078125,6760220160,687956.21231677
2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,8094.31982421875,5862530048,819583.95368752
2018-05-18,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,8250.9697265625,5764190208,757578.82608847
2018-05-19,8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,8247.1796875,4712399872,489626.22884447
2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25,8513.25,5191059968,412905.57080198
2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,8418.990234375,5154990080,571563.96468918
2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.77978515625,8041.77978515625,5137010176,512330.31765103
2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,7557.81982421875,6491120128,653850.46379641
2018-05-24,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,7587.33984375,6049220096,718470.40470436
2018-05-25,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,7480.14013671875,4867829760,621972.07199534
2018-05-26,7486.47998046875,7595.16015625,7349.1201171875,7355.8798828125,7355.8798828125,4051539968,453340.50298503
2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.22021484375,7368.22021484375,4056519936,486433.32792893
2018-05-28,7371.31005859375,7419.0498046875,7100.89013671875,7135.990234375,7135.990234375,5040600064,1011523.30512548
2018-05-29,7129.4599609375,7526.419921875,7090.68017578125,7472.58984375,7472.58984375,5662660096,858730.2006532
2018-05-30,7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,7406.52001953125,4922540032,1075040.76727933
2018-05-31,7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,7494.169921875,5127130112,963466.38388529
2018-06-01,7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,7541.4501953125,4921460224,924501.85584152
2018-06-02,7536.72021484375,7695.830078125,7497.259765625,7643.4501953125,7643.4501953125,4939299840,588563.17975564
2018-06-03,7632.08984375,7754.89013671875,7613.0400390625,7720.25,7720.25,4851760128,535143.48770482
2018-06-04,7722.52978515625,7753.81982421875,7474.0400390625,7514.47021484375,7514.47021484375,4993169920,987366.66679381
2018-06-05,7500.89990234375,7643.22998046875,7397.0,7633.759765625,7633.759765625,4961739776,790469.01829994
2018-06-06,7625.97021484375,7680.43017578125,7502.009765625,7653.97998046875,7653.97998046875,4692259840,641641.36283784
2018-06-07,7650.81982421875,7741.27001953125,7650.81982421875,7678.240234375,7678.240234375,4485799936,817716.01048982
2018-06-08,7685.14013671875,7698.18994140625,7558.39990234375,7624.919921875,7624.919921875,4227579904,927446.27148429
2018-06-09,7632.52001953125,7683.580078125,7531.97998046875,7531.97998046875,7531.97998046875,3845220096,588869.94373716
2018-06-10,7499.5498046875,7499.5498046875,6709.06982421875,6786.02001953125,6786.02001953125,5804839936,777540.73298107
2018-06-11,6799.2900390625,6910.18017578125,6706.6298828125,6906.919921875,6906.919921875,4745269760,1081070.81569352
2018-06-12,6905.81982421875,6907.9599609375,6542.080078125,6582.35986328125,6582.35986328125,4654380032,928100.85660344
2018-06-13,6596.8798828125,6631.66015625,6285.6298828125,6349.89990234375,6349.89990234375,5052349952,845461.89349217
2018-06-14,6342.75,6707.14013671875,6334.4599609375,6675.35009765625,6675.35009765625,5138710016,1013527.55766853
2018-06-15,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,6456.580078125,3955389952,759877.66558571
2018-06-16,6455.4501953125,6592.490234375,6402.2900390625,6550.16015625,6550.16015625,3194170112,426007.32993548
2018-06-17,6545.52978515625,6589.10986328125,6499.27001953125,6499.27001953125,6499.27001953125,3104019968,352522.27836885
2018-06-18,6510.06982421875,6781.14013671875,6446.68017578125,6734.81982421875,6734.81982421875,4039200000,425455.23748935
2018-06-19,6742.39013671875,6822.5,6709.919921875,6769.93994140625,6769.93994140625,4057029888,561947.91575066
2018-06-20,6770.759765625,6821.56005859375,6611.8798828125,6776.5498046875,6776.5498046875,3888640000,516993.74428749
2018-06-21,6780.08984375,6810.93994140625,6715.169921875,6729.740234375,6729.740234375,3529129984,542642.41200797
2018-06-22,6737.8798828125,6747.080078125,6006.60009765625,6083.68994140625,6083.68994140625,5079810048,619584.3772669199
2018-06-23,6090.10009765625,6224.81982421875,6071.81005859375,6162.47998046875,6162.47998046875,3431360000,522945.09748406
2018-06-24,6164.27978515625,6223.77978515625,5826.41015625,6173.22998046875,6173.22998046875,4566909952,454121.79436284
2018-06-25,6171.97021484375,6327.3701171875,6119.68017578125,6249.18017578125,6249.18017578125,5500810240,579969.04248727
2018-06-26,6253.5498046875,6290.16015625,6093.669921875,6093.669921875,6093.669921875,3279759872,543313.39309851
2018-06-27,6084.39990234375,6180.0,6052.85009765625,6157.1298828125,6157.1298828125,3296219904,592000.20717366
2018-06-28,6153.16015625,6170.41015625,5873.0498046875,5903.43994140625,5903.43994140625,3467800064,569983.47092759
2018-06-29,5898.1298828125,6261.66015625,5835.75,6218.2998046875,6218.2998046875,3966230016,550439.90417239
2018-06-30,6214.22021484375,6465.509765625,6214.22021484375,6404.0,6404.0,4543860224,444958.5067061
2018-07-01,6411.68017578125,6432.85009765625,6289.2900390625,6385.81982421875,6385.81982421875,4788259840,486092.88663369
2018-07-02,6380.3798828125,6683.85986328125,6305.7001953125,6614.18017578125,6614.18017578125,4396930048,514098.52734045
2018-07-03,6596.66015625,6671.3701171875,6447.75,6529.58984375,6529.58984375,4672309760,737383.11782343
2018-07-04,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875,6597.5498046875,4176689920,570504.6672304
2018-07-05,6599.7099609375,6749.5400390625,6546.64990234375,6639.14013671875,6639.14013671875,4999240192,536551.03498332
2018-07-06,6638.68994140625,6700.93994140625,6533.5498046875,6673.5,6673.5,4313959936,623222.52318191
2018-07-07,6668.7099609375,6863.990234375,6579.240234375,6856.93017578125,6856.93017578125,3961080064,393686.08971496
2018-07-08,6857.7998046875,6885.91015625,6747.97998046875,6773.8798828125,6773.8798828125,3386210048,422851.49620503
2018-07-09,6775.080078125,6838.68017578125,6724.33984375,6741.75,6741.75,3718129920,507428.39627205
2018-07-10,6739.2099609375,6767.740234375,6320.72021484375,6329.9501953125,6329.9501953125,4052430080,551398.86630355
2018-07-11,6330.77001953125,6444.9599609375,6330.47021484375,6394.7099609375,6394.7099609375,3644859904,809970.25392797
2018-07-12,6396.77978515625,6397.10009765625,6136.419921875,6228.81005859375,6228.81005859375,3770170112,680049.87963683
2018-07-13,6235.02978515625,6310.5498046875,6192.240234375,6238.0498046875,6238.0498046875,3805400064,556043.40861409
